,ID,YR,YEAR_OF_BIRTH,COUNTRY_OF_BIRTH,RACE,GENDER,C1DOB_Y,HAVING_HEALTHPLAN,FAMSIZE_,TNFI_,POVSTATUS_,REGION_,MARSTAT_KEY_,WKSUEMP_PCY_,URBAN_RURAL_,JOBSNUM_,NUMCH_,AGE_1STCHILD,EVER_IN_POVERTY,WHEN_IN_POVERTY,INCOME_,INCOME_MAX,EVER_EDU_LOAN,EDU_DEGREE,EVER_DIVORCED_,EVER_UNEMPLOYED_,HOURS_WORKED_PER_WEEK_,MAJOR_1_,MAJOR_2_,EDU_MAJOR,AMT_EDU_LOAN_,TOTAL_EDU_LOAN,CAL_YEAR_JOBS_,NET_WORTH_,EMP_STATUS_,EDU_LOAN_
4803,5396,1994,60,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1989,Yes,4,54200,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,0: RURAL,6,2,28,No,NEVER,34000,85000,-4,High school diploma (or equivalent),No,No,98,-4,-4,-4,-4,-4,2,161632,1: EMPLOYED,
4804,5397,1994,58,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1982,Yes,5,36967,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,5,3,23,Yes,ADULT ONLY,7213,51000,Yes,Other (SPECIFY),No,No,0,1203,-4,1203,-4,1750,2,946749,1: EMPLOYED,
4805,5398,1994,63,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1994,Yes,2,87000,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,8,0,30,No,NEVER,46000,343830,Yes,Bachelor of Science (BS),No,No,45,110,-4,101,-4,10000,2,131000,1: EMPLOYED,
4806,5399,1994,62,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1988,Yes,5,53150,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,0: RURAL,5,3,25,Yes,ADULT ONLY,21000,59387,-4,High school diploma (or equivalent),No,No,75,-4,-4,-4,-4,-4,2,154500,1: EMPLOYED,
4807,5400,1994,57,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1976,Yes,3,51000,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,0: RURAL,10,1,18,,,14000,20000,No,None,No,Yes,80,-4,-4,-4,-4,-4,2,45000,1: EMPLOYED,
4808,5401,1994,60,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1990,Yes,4,40000,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,0: RURAL,2,2,29,No,NEVER,0,75000,-4,High school diploma (or equivalent),No,No,56,-4,-4,-4,-4,-4,2,946749,1: EMPLOYED,
4809,5402,1994,58,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1986,Yes,4,34000,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,14,2,27,No,NEVER,28000,50000,-4,High school diploma (or equivalent),No,Yes,40,-4,-4,-4,-4,-4,2,42500,1: EMPLOYED,
4810,5404,1994,63,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,No children yet,Yes,1,29010,0: NOT IN POVERTY,2: NORTH CENTRAL,3: 3  DIVORCED,0,1: URBAN,8,0,No children yet,Yes,ADULT ONLY,29000,36000,Yes,High school diploma (or equivalent),Yes,No,45,9996,-4,9996,-4,1500,2,5000,1: EMPLOYED,
4811,5405,1994,62,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1992,Yes,3,48880,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,0: RURAL,4,1,30,Yes,BOTH CHILD AND ADULT,0,138775,-4,High school diploma (or equivalent),No,No,60,-4,-4,-4,-4,-4,2,384500,1: EMPLOYED,
4812,5406,1994,57,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1977,Yes,7,46500,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,0: RURAL,2,5,19,Yes,ADULT ONLY,18500,43500,Yes,Bachelor of Science (BS),No,No,36,808,-4,808,-4,2500,2,14500,1: EMPLOYED,
4813,5407,1994,63,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1989,No,3,11000,1: IN POVERTY,2: NORTH CENTRAL,0: 0  NEVER MARRIED,0,0: RURAL,16,2,25,Yes,BOTH CHILD AND ADULT,11000,38000,-4,High school diploma (or equivalent),No,Yes,57,-4,-4,-4,-4,-4,3,8000,1: EMPLOYED,
4814,5408,1994,64,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1985,Yes,5,69200,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,6,2,20,Yes,BOTH CHILD AND ADULT,400,49000,-4,Associate/Junior College (AA),No,No,25,0,-4,0,-4,-4,2,946749,1: EMPLOYED,
4815,5409,1994,62,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1979,Yes,5,54000,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,10,3,16,No,NEVER,12000,22000,-4,High school diploma (or equivalent),No,Yes,82,-4,-4,-4,-4,-4,4,35000,1: EMPLOYED,
4816,5410,1994,62,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,4,55700,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,0: RURAL,12,2,No children yet,Yes,ADULT ONLY,26500,57000,No,Bachelor of Arts Degree (BA),No,Yes,40,2104,-4,2001,-4,-4,2,59000,1: EMPLOYED,
4817,5412,1994,60,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1984,Yes,4,-2,-3,1: NORTHEAST,1: 1  MARRIED,0,0: RURAL,3,2,23,Yes,ADULT ONLY,0,90700,-4,Associate/Junior College (AA),No,No,-4,921,-4,921,-4,-4,0,10700,4: IN ACTIVE FORCES,
4818,5415,1994,58,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1980,Yes,5,30000,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,0: RURAL,6,3,21,Yes,ADULT ONLY,20000,45000,Yes,Bachelor of Science (BS),No,No,50,506,-4,506,-4,10000,2,176500,1: EMPLOYED,
4819,5416,1994,60,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1983,Yes,7,73500,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,0: RURAL,3,4,22,Yes,ADULT ONLY,0,45000,Yes,Bachelor of Science (BS),No,No,55,501,-4,501,-4,5000,2,946749,1: EMPLOYED,
4820,5417,1994,61,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1987,Yes,6,189918,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,15,4,25,Yes,BOTH CHILD AND ADULT,101653,343830,Yes,Other (SPECIFY),No,No,70,116,-4,116,-4,-4,2,158000,1: EMPLOYED,
4821,5418,1994,63,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1988,Yes,4,-2,-3,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,12,2,25,Yes,BOTH CHILD AND ADULT,50000,84000,-4,Bachelor of Science (BS),No,No,58,-4,-4,506,-4,-4,2,169100,1: EMPLOYED,
4822,5419,1994,61,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1988,Yes,4,59300,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,0: RURAL,7,2,26,No,NEVER,37000,151000,Yes,Bachelor of Science (BS),No,No,63,701,-4,501,-4,5500,2,84000,1: EMPLOYED,
4823,5420,1994,62,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1989,Yes,4,55000,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,0: RURAL,8,2,26,No,NEVER,45000,153000,Yes,Bachelor of Science (BS),No,No,45,101,-4,101,-4,4000,2,104600,1: EMPLOYED,
4824,5421,1994,60,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1981,Yes,6,32200,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,36,0: RURAL,10,4,20,No,NEVER,2000,16000,No,High school diploma (or equivalent),No,Yes,57,509,-4,509,-4,-4,2,98000,1: EMPLOYED,
4825,5422,1994,57,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1977,Yes,5,-2,-3,2: NORTH CENTRAL,1: 1  MARRIED,0,0: RURAL,12,3,19,Yes,ADULT ONLY,17000,58040,-4,"Professional Degree (MD, LLD, DDS)",Yes,No,32,-4,-4,-4,-4,-4,3,14200,1: EMPLOYED,
4826,5423,1994,63,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1983,Yes,2,-2,-3,3: SOUTH,3: 3  DIVORCED,0,1: URBAN,10,0,19,Yes,BOTH CHILD AND ADULT,0,5680,-4,None,Yes,Yes,6,-4,-4,-4,-4,-4,1,500,1: EMPLOYED,
4827,5424,1994,60,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1985,Yes,4,28835,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,0: RURAL,3,2,24,No,NEVER,0,32000,-4,High school diploma (or equivalent),No,No,-4,-4,-4,-4,-4,-4,0,31400,3: OUT OF LABOR FORCE,
4828,5425,1994,58,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1975,No,2,-1,-3,2: NORTH CENTRAL,3: 3  DIVORCED,0,1: URBAN,3,1,16,,,-1,12000,,-5,Yes,No,45,-4,-4,-4,-4,-5,2,-1,1: EMPLOYED,
4829,5426,1994,63,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,No children yet,Yes,1,6000,1: IN POVERTY,2: NORTH CENTRAL,0: 0  NEVER MARRIED,5,1: URBAN,32,0,No children yet,Yes,ADULT ONLY,6000,22000,No,Associate/Junior College (AA),No,Yes,96,501,-4,501,-4,2500,3,-2300,1: EMPLOYED,
4830,5427,1994,59,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1980,Yes,5,52000,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,0: RURAL,6,3,20,No,NEVER,18000,38000,Yes,High school diploma (or equivalent),No,No,40,108,-4,108,-4,450,2,57500,1: EMPLOYED,
4831,5428,1994,60,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1994,Yes,3,51100,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,0,1: URBAN,9,1,33,No,NEVER,31000,52000,Yes,Associate/Junior College (AA),No,No,49,501,-4,501,-4,3500,2,58000,1: EMPLOYED,
4832,5429,1994,64,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,No children yet,Yes,1,20500,0: NOT IN POVERTY,2: NORTH CENTRAL,0: 0  NEVER MARRIED,0,0: RURAL,4,0,No children yet,Yes,ADULT ONLY,20000,58000,-4,High school diploma (or equivalent),No,Yes,43,-4,-4,-4,-4,-4,2,26400,1: EMPLOYED,
4833,5430,1994,59,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,3,-2,-3,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,12,0,No children yet,Yes,ADULT ONLY,26000,42000,Yes,Bachelor of Science (BS),No,Yes,42,502,-4,502,-4,7500,2,36500,1: EMPLOYED,
4834,5431,1994,60,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1996,Yes,1,14000,0: NOT IN POVERTY,2: NORTH CENTRAL,0: 0  NEVER MARRIED,0,0: RURAL,5,0,35,Yes,ADULT ONLY,0,48000,No,Associate/Junior College (AA),No,No,50,599,-4,599,-4,-4,2,202000,1: EMPLOYED,
4835,5434,1994,59,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1978,No,7,-2,-3,2: NORTH CENTRAL,1: 1  MARRIED,0,0: RURAL,7,5,18,,,15000,15000,No,High school diploma (or equivalent),No,Yes,91,-4,-4,-4,-4,-5,3,8200,1: EMPLOYED,
4836,5435,1994,61,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1983,Yes,5,36000,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,0: RURAL,4,3,21,No,NEVER,7500,41000,-4,High school diploma (or equivalent),No,No,94,-4,-4,-4,-4,-4,3,1600,1: EMPLOYED,
4837,5436,1994,62,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1990,No,5,23100,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,0: RURAL,2,3,27,Yes,ADULT ONLY,12000,32000,-4,Other (SPECIFY),No,Yes,40,-4,-4,-4,-4,-4,2,3005,1: EMPLOYED,
4838,5437,1994,59,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1979,Yes,5,49670,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,0,1: URBAN,5,3,19,Yes,ADULT ONLY,49400,82000,Yes,Bachelor of Science (BS),No,No,45,-3,-4,-3,-4,-5,2,72587,1: EMPLOYED,
4839,5438,1994,61,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,No children yet,Yes,2,189918,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,7,0,No children yet,Yes,ADULT ONLY,50000,57000,Yes,Bachelor of Science (BS),No,No,42,701,-4,701,-4,900,2,183000,1: EMPLOYED,
4840,5439,1994,62,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1991,Yes,4,93700,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,5,2,28,Yes,ADULT ONLY,48500,165000,Yes,Bachelor of Science (BS),No,No,42,501,-4,501,-4,5300,2,113500,1: EMPLOYED,
4841,5440,1994,64,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,No,1,1541,1: IN POVERTY,2: NORTH CENTRAL,0: 0  NEVER MARRIED,0,0: RURAL,6,0,No children yet,Yes,ADULT ONLY,1500,120000,Yes,High school diploma (or equivalent),No,No,58,112,-4,112,-4,-4,2,72700,1: EMPLOYED,
4842,5441,1994,61,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1990,No,5,-2,-3,3: SOUTH,1: 1  MARRIED,0,0: RURAL,10,3,28,Yes,ADULT ONLY,0,150000,Yes,Associate/Junior College (AA),No,No,60,-3,-4,-3,-4,1500,2,15500,1: EMPLOYED,
4843,5442,1994,63,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1991,No,4,18000,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,9,2,28,Yes,ADULT ONLY,0,59000,Yes,High school diploma (or equivalent),No,Yes,94,-3,-4,-3,-4,5000,2,50500,1: EMPLOYED,
4844,5443,1994,61,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1982,No,4,25500,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,3,2,20,Yes,BOTH CHILD AND ADULT,12500,22000,-4,High school diploma (or equivalent),No,No,40,-4,-4,-4,-4,-4,2,0,1: EMPLOYED,
4845,5444,1994,63,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1986,No,4,16388,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,11,2,22,Yes,BOTH CHILD AND ADULT,13000,15360,-4,High school diploma (or equivalent),No,Yes,60,-4,-4,-4,-4,-4,2,17000,1: EMPLOYED,
4846,5445,1994,63,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1987,Yes,4,-1,-3,2: NORTH CENTRAL,1: 1  MARRIED,0,0: RURAL,10,2,23,Yes,BOTH CHILD AND ADULT,13000,28000,Yes,High school diploma (or equivalent),No,Yes,45,802,-4,802,-4,600,2,60200,1: EMPLOYED,
4847,5447,1994,62,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,2,-2,-3,3: SOUTH,1: 1  MARRIED,0,0: RURAL,2,0,No children yet,Yes,ADULT ONLY,16955,63000,-4,None,No,Yes,41,-4,-4,-4,-4,-4,2,13000,1: EMPLOYED,
4848,5448,1994,61,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,No children yet,No,2,15000,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,0,0,No children yet,Yes,ADULT ONLY,0,0,No,None,Yes,No,-4,-4,-4,-4,-4,-4,0,2000,3: OUT OF LABOR FORCE,
4849,5449,1994,64,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1985,No,3,8767,1: IN POVERTY,3: SOUTH,1: 1  MARRIED,31,0: RURAL,5,1,20,Yes,ADULT ONLY,1700,28000,No,None,No,Yes,40,-4,-4,-4,-4,-4,0,-1,1: EMPLOYED,
4850,5450,1994,60,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,No children yet,Yes,2,36282,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,-3,0: RURAL,10,0,No children yet,No,NEVER,5282,13000,-4,High school diploma (or equivalent),No,No,40,-4,-4,-4,-4,-4,3,56300,3: OUT OF LABOR FORCE,
4851,5451,1994,62,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1995,Yes,2,37000,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,5,0,32,No,NEVER,37000,72000,-4,High school diploma (or equivalent),Yes,Yes,60,-4,-4,-4,-4,-4,2,23000,1: EMPLOYED,
4852,5452,1994,62,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1990,Yes,3,40000,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,1,1,27,No,NEVER,0,50000,No,High school diploma (or equivalent),-5,Yes,-4,-4,-4,-4,-4,-4,0,10000,3: OUT OF LABOR FORCE,
4853,5453,1994,61,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1989,Yes,3,56500,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,10,1,27,Yes,ADULT ONLY,28000,43000,Yes,High school diploma (or equivalent),No,Yes,50,1203,-4,1203,-4,1200,2,-1130,1: EMPLOYED,
4854,5454,1994,64,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1982,No,4,14012,1: IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,13,2,17,Yes,ADULT ONLY,1500,23000,-4,Other (SPECIFY),No,Yes,66,-4,-4,-4,-4,-4,3,3500,1: EMPLOYED,
4855,5455,1994,61,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1980,No,3,9218,1: IN POVERTY,3: SOUTH,1: 1  MARRIED,25,0: RURAL,3,1,19,Yes,ADULT ONLY,0,4000,-4,None,No,No,-4,-4,-4,-4,-4,-4,0,15000,3: OUT OF LABOR FORCE,
4856,5456,1994,64,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1993,Yes,3,27000,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,6,1,28,Yes,ADULT ONLY,27000,37000,No,High school diploma (or equivalent),No,Yes,40,-4,-4,-4,-4,-4,2,5500,1: EMPLOYED,
4857,5457,1994,57,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1980,No,3,-2,-3,3: SOUTH,3: 3  DIVORCED,52,0: RURAL,6,0,22,Yes,ADULT ONLY,0,2350,No,None,Yes,Yes,-4,-4,-4,-4,-4,-4,0,0,3: OUT OF LABOR FORCE,
4858,5458,1994,60,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1981,Yes,5,-2,-3,3: SOUTH,3: 3  DIVORCED,0,0: RURAL,7,1,20,No,NEVER,6500,29800,,Associate/Junior College (AA),Yes,Yes,64,506,-4,506,3000,3528,4,300,1: EMPLOYED,
4859,5459,1994,62,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1987,Yes,4,33070,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,12,2,24,Yes,ADULT ONLY,70,75000,,Associate/Junior College (AA),-5,No,26,1203,-4,1203,-4,2100,1,1150,1: EMPLOYED,
4860,5460,1994,58,IN THE US,BLACK,FEMALE,1978,Yes,2,13320,0: NOT IN POVERTY,3: SOUTH,0: 0  NEVER MARRIED,52,1: URBAN,7,1,19,Yes,ADULT ONLY,8000,61000,No,High school diploma (or equivalent),No,Yes,80,823,-4,823,-4,1000,0,0,1: EMPLOYED,
4861,5461,1994,64,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1989,Yes,4,26000,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,12,2,24,Yes,ADULT ONLY,26000,83000,-4,None,No,Yes,120,-4,-4,-4,-4,-4,3,-3000,1: EMPLOYED,
4862,5462,1994,61,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1981,Yes,5,11848,1: IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,1,3,19,Yes,BOTH CHILD AND ADULT,0,50,-4,High school diploma (or equivalent),No,No,-4,-4,-4,-4,-4,-4,0,1550,3: OUT OF LABOR FORCE,
4863,5463,1994,63,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1986,Yes,4,35558,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,4,2,22,Yes,BOTH CHILD AND ADULT,24000,29000,-4,High school diploma (or equivalent),No,No,40,-4,-4,-4,-4,-5,1,-1300,1: EMPLOYED,
4864,5464,1994,63,IN THE US,BLACK,FEMALE,1985,Yes,3,14434,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,1,1,21,Yes,BOTH CHILD AND ADULT,0,10000,Yes,High school diploma (or equivalent),No,Yes,40,506,-4,506,-4,3471,0,0,3: OUT OF LABOR FORCE,
4865,5465,1994,59,IN THE US,BLACK,FEMALE,1976,Yes,5,9408,1: IN POVERTY,3: SOUTH,0: 0  NEVER MARRIED,0,0: RURAL,0,4,16,Yes,ADULT ONLY,0,0,-4,High school diploma (or equivalent),No,No,-4,-4,-4,-4,-4,-4,0,15000,3: OUT OF LABOR FORCE,
4866,5466,1994,59,IN THE US,BLACK,FEMALE,1981,Yes,4,40000,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,2,2,21,Yes,ADULT ONLY,18000,18500,-4,High school diploma (or equivalent),No,Yes,40,-4,-4,-4,-4,-5,2,2000,1: EMPLOYED,
4867,5467,1994,63,IN THE US,BLACK,FEMALE,1980,Yes,6,0,1: IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,4,5,16,Yes,BOTH CHILD AND ADULT,0,40000,-4,High school diploma (or equivalent),No,Yes,-4,-4,-4,1305,-4,-4,1,2500,3: OUT OF LABOR FORCE,
4868,5468,1994,62,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1985,No,5,-2,-3,3: SOUTH,1: 1  MARRIED,0,0: RURAL,11,3,22,Yes,BOTH CHILD AND ADULT,7200,18500,-4,None,No,Yes,50,-4,-4,-4,-4,-4,2,8200,1: EMPLOYED,
4869,5469,1994,64,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1983,No,4,-2,-3,3: SOUTH,1: 1  MARRIED,0,0: RURAL,4,2,18,Yes,BOTH CHILD AND ADULT,400,15000,-4,None,No,Yes,64,-4,-4,-4,-4,-4,2,-4000,1: EMPLOYED,
4870,5470,1994,61,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,No,1,16384,0: NOT IN POVERTY,3: SOUTH,0: 0  NEVER MARRIED,0,1: URBAN,7,0,No children yet,Yes,BOTH CHILD AND ADULT,16350,45000,-4,High school diploma (or equivalent),No,Yes,40,-4,-4,-4,-4,-4,3,7300,1: EMPLOYED,
4871,5471,1994,63,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,No children yet,No,4,9000,1: IN POVERTY,3: SOUTH,0: 0  NEVER MARRIED,48,0: RURAL,0,0,No children yet,Yes,BOTH CHILD AND ADULT,0,0,-4,None,No,Yes,-4,-4,-4,-4,-4,-4,0,0,3: OUT OF LABOR FORCE,
4872,5473,1994,57,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1977,Yes,4,48200,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,4,2,19,No,NEVER,22000,35000,-4,High school diploma (or equivalent),No,Yes,80,-4,-4,-4,-4,-4,3,80800,1: EMPLOYED,
4873,5474,1994,62,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1997,Yes,1,44000,0: NOT IN POVERTY,3: SOUTH,3: 3  DIVORCED,0,1: URBAN,7,0,34,Yes,ADULT ONLY,40000,85000,Yes,"Master's Degree (MA, MBA, MS, MSW)",Yes,Yes,40,1203,-4,2099,-4,3300,2,3600,1: EMPLOYED,
4874,5475,1994,58,IN THE US,BLACK,MALE,No children yet,Yes,4,-2,-3,3: SOUTH,0: 0  NEVER MARRIED,-3,0: RURAL,1,0,No children yet,Yes,ADULT ONLY,0,16425,-4,None,No,Yes,-4,-4,-4,-4,-4,-4,0,0,3: OUT OF LABOR FORCE,
4875,5476,1994,59,IN THE US,BLACK,FEMALE,1979,Yes,2,12688,0: NOT IN POVERTY,1: NORTHEAST,2: 2  SEPARATED,0,1: URBAN,5,1,19,Yes,ADULT ONLY,12688,26000,-4,High school diploma (or equivalent),No,Yes,40,-4,-4,-4,-4,-5,2,0,1: EMPLOYED,
4876,5477,1994,61,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1979,Yes,4,28100,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,9,2,17,No,NEVER,3000,36000,-4,High school diploma (or equivalent),No,Yes,18,504,-4,504,-4,-4,2,26500,1: EMPLOYED,
4877,5478,1994,57,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1985,Yes,3,57500,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,3,1,28,Yes,ADULT ONLY,17500,24000,-4,High school diploma (or equivalent),No,Yes,40,-4,-4,-4,-4,-4,2,1000,1: EMPLOYED,
4878,5479,1994,60,IN THE US,BLACK,FEMALE,No children yet,Yes,2,35500,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,10,0,No children yet,Yes,ADULT ONLY,18500,33000,-4,High school diploma (or equivalent),No,Yes,40,-4,-4,-4,-4,-4,2,150,1: EMPLOYED,
4879,5480,1994,63,IN THE US,BLACK,FEMALE,1984,No,7,12640,1: IN POVERTY,3: SOUTH,2: 2  SEPARATED,28,1: URBAN,8,2,20,Yes,ADULT ONLY,12000,12000,-4,None,No,Yes,108,-4,-4,-4,-4,-4,2,0,2: UNEMPLOYED,
4880,5481,1994,63,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,No children yet,Yes,2,59200,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,6,0,No children yet,Yes,ADULT ONLY,32000,75000,No,Bachelor of Science (BS),No,Yes,40,1223,-4,1223,-4,1600,2,84000,1: EMPLOYED,
4881,5482,1994,59,IN THE US,BLACK,FEMALE,No children yet,Yes,2,-2,-3,3: SOUTH,1: 1  MARRIED,0,0: RURAL,11,0,No children yet,Yes,ADULT ONLY,-2,38000,-4,High school diploma (or equivalent),No,Yes,43,-4,-4,-4,-4,-4,2,1400,1: EMPLOYED,
4882,5483,1994,58,IN THE US,BLACK,FEMALE,1987,Yes,4,27600,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,1,1: URBAN,7,2,28,Yes,ADULT ONLY,0,150000,Yes,High school diploma (or equivalent),No,No,55,803,-4,803,-4,500,0,14400,1: EMPLOYED,
